passaporte_num,sobrenome,nome,data_nasc,sexo,naturalidade,filiacao1,filiacao2,autoridade,data_expedicao,valido_ate,mrz_linha1,mrz_linha2,rg,nome_assinatura
SO117964,DUARTE,HENRY,01/07/1969,M,DA CONCEICAO DA MATA/PB,GABRIEL DUARTE,MARCELA CAVALCANTI,SR/PF/PB,06/03/2025,04/03/2035,P<USADUARTE<<HENRY<<<<<<<<<<<<<<<<<<<<<<<<<<,SO117964<7USA6907018M350304<<<<<<<<<<<<<<<<<,248306170,Henry Duarte
VN967928,MONTEIRO,DAVI,06/04/1973,M,VARGAS VERDE/AL,MURILO NUNES,ALEXIA DA CRUZ,SR/PF/AL,18/05/2024,16/05/2034,P<USAMONTEIRO<<DAVI<<<<<<<<<<<<<<<<<<<<<<<<<,VN967928<7USA7304068M340516<<<<<<<<<<<<<<<<<,748352065,Davi Monteiro
BD024056,VASCONCELOS,JOAO,05/05/1974,M,ALMEIDA DO SUL/PA,RAVY JESUS,DR. CAIO MONTENEGRO,SR/PF/PA,24/09/2021,22/09/2031,P<USAVASCONCELOS<<JOAO<<<<<<<<<<<<<<<<<<<<<<,BD024056<7USA7405058M310922<<<<<<<<<<<<<<<<<,543061723,Joao Vasconcelos
JQ188575,PASTOR,CAROLINA,02/07/1965,F,MENDONCA/AM,MARIA SOPHIA DA MOTA,MARIA HELENA REZENDE,SR/PF/AM,04/07/2022,01/07/2032,P<USAPASTOR<<CAROLINA<<<<<<<<<<<<<<<<<<<<<<<,JQ188575<7USA6507028F320701<<<<<<<<<<<<<<<<<,723650846,Carolina Pastor
DJ813609,RODRIGUES,LUARA,31/12/1957,F,ANDRADE/RO,CAUE NUNES,AGATHA DA CUNHA,SR/PF/RO,11/07/2025,09/07/2035,P<USARODRIGUES<<LUARA<<<<<<<<<<<<<<<<<<<<<<<,DJ813609<7USA5712318F350709<<<<<<<<<<<<<<<<<,812375403,Luara Rodrigues
FO757334,SILVA,MARIANE,30/10/2003,F,RIBEIRO DO CAMPO/AC,PIETRA DA ROCHA,ARTHUR GABRIEL ROCHA,SR/PF/AC,05/06/2021,03/06/2031,P<USASILVA<<MARIANE<<<<<<<<<<<<<<<<<<<<<<<<<,FO757334<7USA0310308F310603<<<<<<<<<<<<<<<<<,501436728,Mariane Silva
CM531350,CARVALHO,EDUARDO,18/12/1953,M,CASSIANO DE CALDEIRA/AP,MARIA VITORIA MARQUES,CAROLINE PIMENTA,SR/PF/AP,15/05/2021,13/05/2031,P<USACARVALHO<<EDUARDO<<<<<<<<<<<<<<<<<<<<<<,CM531350<7USA5312188M310513<<<<<<<<<<<<<<<<<,607281546,Eduardo Carvalho
XB043178,NOVAIS,LUCAS,16/04/1974,M,BARROS/SP,ISABELA CARVALHO,SRA. NICOLE COSTELA,SR/PF/SP,11/12/2020,09/12/2030,P<USANOVAIS<<LUCAS<<<<<<<<<<<<<<<<<<<<<<<<<<,XB043178<7USA7404168M301209<<<<<<<<<<<<<<<<<,072684513,Lucas Novais
FR368025,PACHECO,LETICIA,10/10/1963,F,SILVA/PI,RENAN ALBUQUERQUE,ALICE ALMEIDA,SR/PF/PI,29/06/2025,27/06/2035,P<USAPACHECO<<LETICIA<<<<<<<<<<<<<<<<<<<<<<<,FR368025<7USA6310108F350627<<<<<<<<<<<<<<<<<,853167400,Leticia Pacheco
SH124338,CASA GRANDE,LIVIA,02/11/1967,F,PINTO/BA,SR. NOAH DA MOTA,JULIA CASA GRANDE,SR/PF/BA,27/10/2025,25/10/2035,P<USACASA<GRANDE<<LIVIA<<<<<<<<<<<<<<<<<<<<<,SH124338<7USA6711028F351025<<<<<<<<<<<<<<<<<,870156342,Livia Casa Grande
RL355561,LEAO,MARCELA,19/12/1992,F,DA MATA VERDE/CE,DOM DIAS,LUIGI MACEDO,SR/PF/CE,12/06/2022,09/06/2032,P<USALEAO<<MARCELA<<<<<<<<<<<<<<<<<<<<<<<<<<,RL355561<7USA9212198F320609<<<<<<<<<<<<<<<<<,875023642,Marcela Leao
OA932148,BARBOSA,VICENTE,06/01/2006,M,GARCIA DE MENDONCA/AL,DIEGO CARDOSO,MARIA VASCONCELOS,SR/PF/AL,14/08/2021,12/08/2031,P<USABARBOSA<<VICENTE<<<<<<<<<<<<<<<<<<<<<<<,OA932148<7USA0601068M310812<<<<<<<<<<<<<<<<<,104853268,Vicente Barbosa
KO324725,REZENDE,HEITOR,01/09/1980,M,ALBUQUERQUE DE SIQUEIRA/PR,SR. SAMUEL CAMARA,AYLA DA MOTA,SR/PF/PR,22/10/2024,20/10/2034,P<USAREZENDE<<HEITOR<<<<<<<<<<<<<<<<<<<<<<<<,KO324725<7USA8009018M341020<<<<<<<<<<<<<<<<<,853476202,Heitor Rezende
LP383064,DA PAZ,DANIEL,03/12/1964,M,DA LUZ VERDE/CE,LAVINIA CASTRO,PIETRO NASCIMENTO,SR/PF/CE,27/01/2024,24/01/2034,P<USADA<PAZ<<DANIEL<<<<<<<<<<<<<<<<<<<<<<<<<,LP383064<7USA6412038M340124<<<<<<<<<<<<<<<<<,403276858,Daniel Da Paz
QZ045388,ARAGAO,NICOLAS,27/01/2002,M,DA CUNHA/PE,ANA LIZ ARAUJO,JOSE MIGUEL SILVA,SR/PF/PE,24/10/2024,22/10/2034,P<USAARAGAO<<NICOLAS<<<<<<<<<<<<<<<<<<<<<<<<,QZ045388<7USA0201278M341022<<<<<<<<<<<<<<<<<,708246515,Nicolas Aragao
PC984292,FOGACA,GUILHERME,20/06/1998,M,SOUZA/AM,DRA. BRUNA PINTO,ANA SOPHIA CORREIA,SR/PF/AM,01/04/2024,30/03/2034,P<USAFOGACA<<GUILHERME<<<<<<<<<<<<<<<<<<<<<<,PC984292<7USA9806208M340330<<<<<<<<<<<<<<<<<,367421501,Guilherme Fogaca
XO604621,DUARTE,MAYSA,05/01/1994,F,DA ROSA/CE,JOAO FELIPE ALBUQUERQUE,DIOGO NOVAES,SR/PF/CE,15/01/2024,12/01/2034,P<USADUARTE<<MAYSA<<<<<<<<<<<<<<<<<<<<<<<<<<,XO604621<7USA9401058F340112<<<<<<<<<<<<<<<<<,234016784,Maysa Duarte
XY658814,CAMPOS,JOAO GUILHERME,27/07/1951,M,VIEIRA DAS PEDRAS/SP,IGOR COSTELA,ASAFE APARECIDA,SR/PF/SP,08/12/2024,06/12/2034,P<USACAMPOS<<JOAO<GUILHERME<<<<<<<<<<<<<<<<<,XY658814<7USA5107278M341206<<<<<<<<<<<<<<<<<,716348524,Joao Guilherme Campos
UD195416,MENDONCA,YAGO,14/01/1962,M,ROCHA/DF,MARCELO CAMARA,MANUELA VIANA,SR/PF/DF,28/02/2025,26/02/2035,P<USAMENDONCA<<YAGO<<<<<<<<<<<<<<<<<<<<<<<<<,UD195416<7USA6201148M350226<<<<<<<<<<<<<<<<<,312854675,Yago Mendonca
BY960835,CASTRO,MIRELLA,24/10/1989,F,SILVEIRA/MG,RAFAELA SALES,SRTA. EMANUELLY BORGES,SR/PF/MG,20/04/2023,17/04/2033,P<USACASTRO<<MIRELLA<<<<<<<<<<<<<<<<<<<<<<<<,BY960835<7USA8910248F330417<<<<<<<<<<<<<<<<<,210864576,Mirella Castro
EM143131,NASCIMENTO,HENRY,17/03/2005,M,VIANA/SC,GABRIELLY SOUZA,SR. FELIPE NOVAIS,SR/PF/SC,24/11/2025,22/11/2035,P<USANASCIMENTO<<HENRY<<<<<<<<<<<<<<<<<<<<<<,EM143131<7USA0503178M351122<<<<<<<<<<<<<<<<<,874065215,Henry Nascimento
BU525821,COSTELA,YAGO,31/12/1961,M,DA CRUZ/PE,BRUNO MACHADO,YAN CORREIA,SR/PF/PE,22/07/2022,19/07/2032,P<USACOSTELA<<YAGO<<<<<<<<<<<<<<<<<<<<<<<<<<,BU525821<7USA6112318M320719<<<<<<<<<<<<<<<<<,431786501,Yago Costela
FF638966,DAS NEVES,LAIS,12/08/1956,F,RODRIGUES/AC,NOAH FARIAS,NINA ABREU,SR/PF/AC,10/11/2021,08/11/2031,P<USADAS<NEVES<<LAIS<<<<<<<<<<<<<<<<<<<<<<<<,FF638966<7USA5608128F311108<<<<<<<<<<<<<<<<<,768013422,Lais Das Neves
IX791391,MONTEIRO,HELOISA,03/08/1964,F,CARDOSO/AM,SRTA. ANA JULIA CARDOSO,MIGUEL SAMPAIO,SR/PF/AM,07/06/2021,05/06/2031,P<USAMONTEIRO<<HELOISA<<<<<<<<<<<<<<<<<<<<<<,IX791391<7USA6408038F310605<<<<<<<<<<<<<<<<<,025761389,Heloisa Monteiro
ME765497,FONSECA,ANNA LIZ,09/06/1996,F,NOVAES DE PORTO/AP,CLARICE DIAS,JULIA DA LUZ,SR/PF/AP,21/01/2024,18/01/2034,P<USAFONSECA<<ANNA<LIZ<<<<<<<<<<<<<<<<<<<<<<,ME765497<7USA9606098F340118<<<<<<<<<<<<<<<<<,465802734,Anna Liz Fonseca
GA906889,NOVAES,LORENZO,27/07/1994,M,CASTRO DE MOURA/PA,SABRINA BARBOSA,ARTHUR CARVALHO,SR/PF/PA,23/12/2021,21/12/2031,P<USANOVAES<<LORENZO<<<<<<<<<<<<<<<<<<<<<<<<,GA906889<7USA9407278M311221<<<<<<<<<<<<<<<<<,238475608,Lorenzo Novaes
XS975070,PIMENTA,PIETRA,14/06/2003,F,CASTRO DA PRAIA/AC,DR. RAVI LUCCA SILVA,NINA GUERRA,SR/PF/AC,01/05/2025,29/04/2035,P<USAPIMENTA<<PIETRA<<<<<<<<<<<<<<<<<<<<<<<<,XS975070<7USA0306148F350429<<<<<<<<<<<<<<<<<,132584608,Pietra Pimenta
OH173905,FOGACA,PIETRA,17/04/2005,F,CUNHA DO NORTE/SE,OLIVIA MONTEIRO,SRTA. MARIA JULIA DA CRUZ,SR/PF/SE,31/01/2024,28/01/2034,P<USAFOGACA<<PIETRA<<<<<<<<<<<<<<<<<<<<<<<<<,OH173905<7USA0504178F340128<<<<<<<<<<<<<<<<<,023715868,Pietra Fogaca
KN908730,CARDOSO,LEVI,21/03/2006,M,MENDONCA/AL,NOAH CASA GRANDE,EDUARDO NASCIMENTO,SR/PF/AL,26/10/2022,23/10/2032,P<USACARDOSO<<LEVI<<<<<<<<<<<<<<<<<<<<<<<<<<,KN908730<7USA0603218M321023<<<<<<<<<<<<<<<<<,086357244,Levi Cardoso
ZD233440,CARDOSO,LORENZO,08/04/2003,M,MACEDO DO GALHO/PA,MARCELA NOGUEIRA,JULIANA LEAO,SR/PF/PA,31/10/2021,29/10/2031,P<USACARDOSO<<LORENZO<<<<<<<<<<<<<<<<<<<<<<<,ZD233440<7USA0304088M311029<<<<<<<<<<<<<<<<<,051673423,Lorenzo Cardoso
GV681066,DA LUZ,ALEXANDRE,01/06/1998,M,ABREU/RJ,ANDRE FOGACA,MANUELLA CALDEIRA,SR/PF/RJ,20/06/2025,18/06/2035,P<USADA<LUZ<<ALEXANDRE<<<<<<<<<<<<<<<<<<<<<<,GV681066<7USA9806018M350618<<<<<<<<<<<<<<<<<,470835217,Alexandre Da Luz
XF129659,MORAES,EMANUELLY,17/01/1984,F,SAMPAIO DE CASSIANO/RS,RENAN DA MOTA,ISABELLY BRITO,SR/PF/RS,04/03/2023,01/03/2033,P<USAMORAES<<EMANUELLY<<<<<<<<<<<<<<<<<<<<<<,XF129659<7USA8401178F330301<<<<<<<<<<<<<<<<<,386475106,Emanuelly Moraes
YH442354,CARDOSO,JOAO,23/12/1953,M,VIEIRA GRANDE/SE,DAVI LUIZ BARROS,AYLA FERREIRA,SR/PF/SE,09/03/2024,07/03/2034,P<USACARDOSO<<JOAO<<<<<<<<<<<<<<<<<<<<<<<<<<,YH442354<7USA5312238M340307<<<<<<<<<<<<<<<<<,354786210,Joao Cardoso
QL467264,DA CONCEICAO,ALLANA,23/07/1990,F,PEIXOTO/RJ,JULIANA REZENDE,GIOVANNA PIMENTA,SR/PF/RJ,20/06/2022,17/06/2032,P<USADA<CONCEICAO<<ALLANA<<<<<<<<<<<<<<<<<<<,QL467264<7USA9007238F320617<<<<<<<<<<<<<<<<<,827401565,Allana Da Conceicao
LC190530,FARIAS,JULIA,07/05/1960,F,DA LUZ/RO,MATHEUS MONTEIRO,ANA LIZ VARGAS,SR/PF/RO,28/09/2022,25/09/2032,P<USAFARIAS<<JULIA<<<<<<<<<<<<<<<<<<<<<<<<<<,LC190530<7USA6005078F320925<<<<<<<<<<<<<<<<<,748520132,Julia Farias
KQ621443,GOMES,ARTHUR,30/09/1960,M,CASA GRANDE/RJ,SR. LUIZ MIGUEL SAMPAIO,DRA. MARIA LAURA VARGAS,SR/PF/RJ,18/05/2021,16/05/2031,P<USAGOMES<<ARTHUR<<<<<<<<<<<<<<<<<<<<<<<<<<,KQ621443<7USA6009308M310516<<<<<<<<<<<<<<<<<,165287433,Arthur Gomes
DH897512,PACHECO,CAIO,27/01/1958,M,CAVALCANTI/MG,SRTA. ANNA LIZ FERNANDES,DR. SAMUEL BARROS,SR/PF/MG,25/10/2021,23/10/2031,P<USAPACHECO<<CAIO<<<<<<<<<<<<<<<<<<<<<<<<<<,DH897512<7USA5801278M311023<<<<<<<<<<<<<<<<<,042836177,Caio Pacheco
GI223831,BORGES,LUNNA,19/03/1971,F,BARROS DE GOIAS/AC,ARTHUR MIGUEL SA,MARIANE NOVAIS,SR/PF/AC,20/08/2025,18/08/2035,P<USABORGES<<LUNNA<<<<<<<<<<<<<<<<<<<<<<<<<<,GI223831<7USA7103198F350818<<<<<<<<<<<<<<<<<,126874037,Lunna Borges
AS607025,RIOS,BRYAN,15/07/1956,M,SILVEIRA DE VARGAS/SE,SR. RAVY CARVALHO,MARIAH PINTO,SR/PF/SE,16/11/2021,14/11/2031,P<USARIOS<<BRYAN<<<<<<<<<<<<<<<<<<<<<<<<<<<<,AS607025<7USA5607158M311114<<<<<<<<<<<<<<<<<,683405123,Bryan Rios
WF056398,AZEVEDO,ANTONELLA,26/11/2005,F,CUNHA DE BARROS/PA,LUCAS NOVAES,JULIA SOUZA,SR/PF/PA,24/02/2025,22/02/2035,P<USAAZEVEDO<<ANTONELLA<<<<<<<<<<<<<<<<<<<<<,WF056398<7USA0511268F350222<<<<<<<<<<<<<<<<<,648153277,Antonella Azevedo
AU868582,NOVAIS,LAIS,19/01/1996,F,FERNANDES/RS,BIANCA VARGAS,VALENTINA DA CONCEICAO,SR/PF/RS,20/08/2023,17/08/2033,P<USANOVAIS<<LAIS<<<<<<<<<<<<<<<<<<<<<<<<<<<,AU868582<7USA9601198F330817<<<<<<<<<<<<<<<<<,482653711,Lais Novais
XZ173643,ANDRADE,SOPHIE,20/11/1982,F,DA MOTA DE SAMPAIO/AP,SRA. ZOE RIBEIRO,MARCELA CARDOSO,SR/PF/AP,02/06/2025,31/05/2035,P<USAANDRADE<<SOPHIE<<<<<<<<<<<<<<<<<<<<<<<<,XZ173643<7USA8211208F350531<<<<<<<<<<<<<<<<<,102735463,Sophie Andrade
LF844387,PASTOR,CAIO,27/10/2006,M,SOUSA/PR,RAQUEL GONCALVES,NICOLE PASTOR,SR/PF/PR,26/01/2023,23/01/2033,P<USAPASTOR<<CAIO<<<<<<<<<<<<<<<<<<<<<<<<<<<,LF844387<7USA0610278M330123<<<<<<<<<<<<<<<<<,406218535,Caio Pastor
UP993040,RODRIGUES,THEO,11/05/1988,M,CAVALCANTI/GO,GABRIEL MARTINS,BENICIO PASTOR,SR/PF/GO,23/07/2022,20/07/2032,P<USARODRIGUES<<THEO<<<<<<<<<<<<<<<<<<<<<<<<,UP993040<7USA8805118M320720<<<<<<<<<<<<<<<<<,803721560,Theo Rodrigues
HX175635,SOUZA,CAUE,20/12/1996,M,ROCHA/RS,MARIA LUIZA FOGACA,RAQUEL NASCIMENTO,SR/PF/RS,19/10/2021,17/10/2031,P<USASOUZA<<CAUE<<<<<<<<<<<<<<<<<<<<<<<<<<<<,HX175635<7USA9612208M311017<<<<<<<<<<<<<<<<<,56413708X,Caue Souza
JA161218,ROCHA,RHAVI,04/12/1955,M,PIMENTA/PB,JOAO GABRIEL DA LUZ,BEATRIZ GARCIA,SR/PF/PB,02/01/2023,30/12/2032,P<USAROCHA<<RHAVI<<<<<<<<<<<<<<<<<<<<<<<<<<<,JA161218<7USA5512048M321230<<<<<<<<<<<<<<<<<,643287516,Rhavi Rocha
YG580922,GUERRA,AYLLA,08/01/2002,F,SIQUEIRA/BA,DR. VITOR HUGO BARBOSA,ELOA CAMARA,SR/PF/BA,10/06/2024,08/06/2034,P<USAGUERRA<<AYLLA<<<<<<<<<<<<<<<<<<<<<<<<<<,YG580922<7USA0201088F340608<<<<<<<<<<<<<<<<<,703124584,Aylla Guerra
VM331702,FERNANDES,JOSE MIGUEL,02/09/1987,M,RIOS/SP,MAYSA ALVES,ANA LUIZA ROCHA,SR/PF/SP,04/01/2021,02/01/2031,P<USAFERNANDES<<JOSE<MIGUEL<<<<<<<<<<<<<<<<<,VM331702<7USA8709028M310102<<<<<<<<<<<<<<<<<,238065418,Jose Miguel Fernandes
RU795646,DA LUZ,AGATHA,29/12/1953,F,NOVAES DA PRAIA/ES,ISADORA NOGUEIRA,PEDRO GONCALVES,SR/PF/ES,04/12/2023,01/12/2033,P<USADA<LUZ<<AGATHA<<<<<<<<<<<<<<<<<<<<<<<<<,RU795646<7USA5312298F331201<<<<<<<<<<<<<<<<<,074163528,Agatha Da Luz
XA590750,PASTOR,ELOA,03/09/1986,F,FARIAS DAS FLORES/AC,SRA. LUISA BRITO,SR. DAVI MIGUEL PINTO,SR/PF/AC,16/10/2023,13/10/2033,P<USAPASTOR<<ELOA<<<<<<<<<<<<<<<<<<<<<<<<<<<,XA590750<7USA8609038F331013<<<<<<<<<<<<<<<<<,726503149,Eloa Pastor
BK585393,FREITAS,FERNANDO,19/09/1958,M,DA CRUZ DA MATA/CE,MARIAH DUARTE,SABRINA DA MOTA,SR/PF/CE,13/02/2024,10/02/2034,P<USAFREITAS<<FERNANDO<<<<<<<<<<<<<<<<<<<<<<,BK585393<7USA5809198M340210<<<<<<<<<<<<<<<<<,026185374,Fernando Freitas
JW047807,PEIXOTO,BELLA,01/10/1970,F,OLIVEIRA DO AMPARO/AL,BELLA PORTO,USAYAN ARAGAO,SR/PF/AL,29/03/2021,27/03/2031,P<USAPEIXOTO<<BELLA<<<<<<<<<<<<<<<<<<<<<<<<<,JW047807<7USA7010018F310327<<<<<<<<<<<<<<<<<,413708263,Bella Peixoto
VU132772,CAMPOS,BENICIO,02/01/1991,M,PIMENTA/RJ,DR. DAVI LUIZ SILVEIRA,LIVIA LOPES,SR/PF/RJ,09/12/2022,06/12/2032,P<USACAMPOS<<BENICIO<<<<<<<<<<<<<<<<<<<<<<<<,VU132772<7USA9101028M321206<<<<<<<<<<<<<<<<<,631542784,Benicio Campos
PY531049,PIRES,LUIZ FERNANDO,06/05/1993,M,ROCHA/CE,KAMILLY TEIXEIRA,ALICIA CARDOSO,SR/PF/CE,31/07/2024,29/07/2034,P<USAPIRES<<LUIZ<FERNANDO<<<<<<<<<<<<<<<<<<<,PY531049<7USA9305068M340729<<<<<<<<<<<<<<<<<,801745329,Luiz Fernando Pires
CD382562,CALDEIRA,ANA LIVIA,20/02/2003,F,NASCIMENTO/MT,BEATRIZ GONCALVES,ANDRE ALBUQUERQUE,SR/PF/MT,03/08/2023,31/07/2033,P<USACALDEIRA<<ANA<LIVIA<<<<<<<<<<<<<<<<<<<<,CD382562<7USA0302208F330731<<<<<<<<<<<<<<<<<,267438503,Ana Livia Caldeira
VZ823957,SILVEIRA,MELISSA,13/12/2004,F,PASTOR DAS FLORES/RO,BRENDA SAMPAIO,JOAO DA COSTA,SR/PF/RO,14/06/2024,12/06/2034,P<USASILVEIRA<<MELISSA<<<<<<<<<<<<<<<<<<<<<<,VZ823957<7USA0412138F340612<<<<<<<<<<<<<<<<<,87240531X,Melissa Silveira
YY963580,PORTO,ISABELA,28/05/1954,F,DA ROCHA GRANDE/PI,LUIZ FELIPE DA COSTA,DR. VITOR HUGO DIAS,SR/PF/PI,18/05/2021,16/05/2031,P<USAPORTO<<ISABELA<<<<<<<<<<<<<<<<<<<<<<<<<,YY963580<7USA5405288F310516<<<<<<<<<<<<<<<<<,506317821,Isabela Porto
EU362737,ALMEIDA,MIRELLA,20/02/1973,F,CAVALCANTI/MS,SR. GUSTAVO HENRIQUE CORREIA,DRA. BRUNA MORAES,SR/PF/MS,15/01/2025,13/01/2035,P<USAALMEIDA<<MIRELLA<<<<<<<<<<<<<<<<<<<<<<<,EU362737<7USA7302208F350113<<<<<<<<<<<<<<<<<,410865734,Mirella Almeida
IG781146,DA COSTA,MATHIAS,10/01/1975,M,SOUSA DAS PEDRAS/MG,ALEXIA CAMPOS,BENTO FOGACA,SR/PF/MG,15/04/2021,13/04/2031,P<USADA<COSTA<<MATHIAS<<<<<<<<<<<<<<<<<<<<<<,IG781146<7USA7501108M310413<<<<<<<<<<<<<<<<<,781203545,Mathias Da Costa
JY642798,REZENDE,BRYAN,25/03/1951,M,NOVAES DE DA MOTA/AC,FRANCISCO ALVES,VALENTIM LOPES,SR/PF/AC,15/12/2022,12/12/2032,P<USAREZENDE<<BRYAN<<<<<<<<<<<<<<<<<<<<<<<<<,JY642798<7USA5103258M321212<<<<<<<<<<<<<<<<<,032175462,Bryan Rezende
SR412761,CAMARA,NOAH,25/02/1961,M,LOPES/DF,HENRY GABRIEL CARVALHO,EDUARDA AZEVEDO,SR/PF/DF,02/10/2025,30/09/2035,P<USACAMARA<<NOAH<<<<<<<<<<<<<<<<<<<<<<<<<<<,SR412761<7USA6102258M350930<<<<<<<<<<<<<<<<<,507634184,Noah Camara
TS842310,FREITAS,ANTONIO,24/12/1967,M,CARVALHO/PA,JOAO LUCAS SILVA,RAVY CASTRO,SR/PF/PA,20/04/2021,18/04/2031,P<USAFREITAS<<ANTONIO<<<<<<<<<<<<<<<<<<<<<<<,TS842310<7USA6712248M310418<<<<<<<<<<<<<<<<<,120834765,Antonio Freitas
LL794513,LEAO,SABRINA,21/11/1988,F,MOREIRA DE FERNANDES/AP,ANA LUIZA LOPES,RAVI LUCCA VASCONCELOS,SR/PF/AP,21/09/2023,18/09/2033,P<USALEAO<<SABRINA<<<<<<<<<<<<<<<<<<<<<<<<<<,LL794513<7USA8811218F330918<<<<<<<<<<<<<<<<<,240683171,Sabrina Leao
QV683125,PINTO,CAMILA,26/01/1951,F,DA CUNHA GRANDE/PR,BERNARDO CUNHA,LEVI FERREIRA,SR/PF/PR,29/11/2024,27/11/2034,P<USAPINTO<<CAMILA<<<<<<<<<<<<<<<<<<<<<<<<<<,QV683125<7USA5101268F341127<<<<<<<<<<<<<<<<<,528631044,Camila Pinto
NS389080,FONSECA,LEANDRO,13/09/1996,M,PIMENTA PAULISTA/MS,BEATRIZ DIAS,PEDRO HENRIQUE MONTEIRO,SR/PF/MS,19/04/2023,16/04/2033,P<USAFONSECA<<LEANDRO<<<<<<<<<<<<<<<<<<<<<<<,NS389080<7USA9609138M330416<<<<<<<<<<<<<<<<<,684573210,Leandro Fonseca
RU483559,MONTENEGRO,MAYSA,27/12/1964,F,FREITAS/SP,ISABEL DA CUNHA,CAUE SILVA,SR/PF/SP,02/06/2023,30/05/2033,P<USAMONTENEGRO<<MAYSA<<<<<<<<<<<<<<<<<<<<<<,RU483559<7USA6412278F330530<<<<<<<<<<<<<<<<<,750821644,Maysa Montenegro
DN248322,MENDES,RAEL,23/05/1988,M,MOREIRA VERDE/BA,DIEGO DAS NEVES,SRA. ESTHER PINTO,SR/PF/BA,14/09/2021,12/09/2031,P<USAMENDES<<RAEL<<<<<<<<<<<<<<<<<<<<<<<<<<<,DN248322<7USA8805238M310912<<<<<<<<<<<<<<<<<,841762508,Rael Mendes
ZY624611,DA MOTA,DANILO,16/10/1999,M,DA CONCEICAO/PR,PEDRO MIGUEL REZENDE,DAVI LUIZ DA CRUZ,SR/PF/PR,03/07/2024,01/07/2034,P<USADA<MOTA<<DANILO<<<<<<<<<<<<<<<<<<<<<<<<,ZY624611<7USA9910168M340701<<<<<<<<<<<<<<<<<,268405372,Danilo Da Mota
NW321890,COSTA,BIANCA,27/02/1980,F,LEAO DAS FLORES/BA,AYLLA DAS NEVES,DRA. AURORA DA PAZ,SR/PF/BA,28/12/2020,26/12/2030,P<USACOSTA<<BIANCA<<<<<<<<<<<<<<<<<<<<<<<<<<,NW321890<7USA8002278F301226<<<<<<<<<<<<<<<<<,527306186,Bianca Costa
RL004262,FERREIRA,JOAO FELIPE,26/10/2005,M,MOURA/PI,DR. MATTEO CIRINO,SR. ARTHUR GABRIEL DA CONCEICAO,SR/PF/PI,13/10/2023,10/10/2033,P<USAFERREIRA<<JOAO<FELIPE<<<<<<<<<<<<<<<<<<,RL004262<7USA0510268M331010<<<<<<<<<<<<<<<<<,428730164,Joao Felipe Ferreira
KV767270,CARVALHO,CAMILA,24/01/2004,F,CAMPOS/RO,JOSUE CORREIA,MARCOS VINICIUS CASA GRANDE,SR/PF/RO,27/02/2022,25/02/2032,P<USACARVALHO<<CAMILA<<<<<<<<<<<<<<<<<<<<<<<,KV767270<7USA0401248F320225<<<<<<<<<<<<<<<<<,371256045,Camila Carvalho
WM921882,AZEVEDO,AGATHA,29/03/1986,F,MENDES DE PEIXOTO/AM,MARIA LUIZA CAMPOS,MARIA FERNANDA MARTINS,SR/PF/AM,30/06/2023,27/06/2033,P<USAAZEVEDO<<AGATHA<<<<<<<<<<<<<<<<<<<<<<<<,WM921882<7USA8603298F330627<<<<<<<<<<<<<<<<<,57206813X,Agatha Azevedo
WA995121,RODRIGUES,AYLLA,30/09/1961,F,VIANA/SP,RODRIGO TEIXEIRA,BELLA NOVAES,SR/PF/SP,25/08/2024,23/08/2034,P<USARODRIGUES<<AYLLA<<<<<<<<<<<<<<<<<<<<<<<,WA995121<7USA6109308F340823<<<<<<<<<<<<<<<<<,65432170X,Aylla Rodrigues
AR231475,VIANA,MARIANE,12/06/1970,F,AZEVEDO VERDE/MT,MARIAH COSTA,VINICIUS ANDRADE,SR/PF/MT,17/02/2025,15/02/2035,P<USAVIANA<<MARIANE<<<<<<<<<<<<<<<<<<<<<<<<<,AR231475<7USA7006128F350215<<<<<<<<<<<<<<<<<,427051630,Mariane Viana
XS527884,ARAGAO,LIVIA,30/06/2002,F,SANTOS/GO,SARA FREITAS,GABRIEL CASSIANO,SR/PF/GO,21/06/2023,18/06/2033,P<USAARAGAO<<LIVIA<<<<<<<<<<<<<<<<<<<<<<<<<<,XS527884<7USA0206308F330618<<<<<<<<<<<<<<<<<,863245171,Livia Aragao
PC656580,VARGAS,AYLLA,31/12/2000,F,VARGAS/PR,MARIA FERNANDA CAVALCANTE,ISIS CORREIA,SR/PF/PR,02/07/2025,30/06/2035,P<USAVARGAS<<AYLLA<<<<<<<<<<<<<<<<<<<<<<<<<<,PC656580<7USA0012318F350630<<<<<<<<<<<<<<<<<,236158077,Aylla Vargas
FR671677,DUARTE,MARCOS VINICIUS,03/01/1960,M,SILVEIRA/RO,REBECA CARVALHO,DANILO COSTELA,SR/PF/RO,08/08/2022,05/08/2032,P<USADUARTE<<MARCOS<VINICIUS<<<<<<<<<<<<<<<<,FR671677<7USA6001038M320805<<<<<<<<<<<<<<<<<,813256744,Marcos Vinicius Duarte
UK646425,SANTOS,ANTONY,07/03/1965,M,PASTOR DO NORTE/TO,MARIA LUISA CAMPOS,SRA. GABRIELA RIOS,SR/PF/TO,02/08/2025,31/07/2035,P<USASANTOS<<ANTONY<<<<<<<<<<<<<<<<<<<<<<<<<,UK646425<7USA6503078M350731<<<<<<<<<<<<<<<<<,210647851,Antony Santos
